--------5.results/QE_150508_38/QE_150508_38.sqlite3---------
-------------Discriminative peptides per spname-------------
Cumulative Count       % Rank                 Description                             
2454       2109    99.31 genus                Streptococcus                           
2558       103     99.11 family               Streptococcaceae                        
329        322     92.42 species              Streptococcus pneumoniae                
5          0       17.24 no rank              Bacteroidetes/Chlorobi group            
5          5       17.24 no rank              Streptococcus pneumoniae P1031          
3          3       10.34 no rank              Acholeplasma palmae J233                
2          0        6.90 no rank              Bacillales Family XII. Incertae Sedis   
2          0        6.90 no rank              Bacillales incertae sedis               
2          2        6.90 no rank              Streptococcus pneumoniae gamPNI0373     
2          2        6.90 no rank              Streptococcus suis ST3                  
1          1        3.45 no rank              Lactococcus lactis subsp. lactis Il1403 
1          1        3.45 no rank              Myxococcus xanthus DK 1622              
1          1        3.45 no rank              Oceanobacillus iheyensis HTE831         
1          1        3.45 no rank              Ochrobactrum anthropi ATCC 49188        
1          1        3.45 no rank              Paenibacillus terrae HPL-003            
1          1        3.45 no rank              Paracoccus denitrificans PD1222         
1          1        3.45 no rank              Streptococcus oralis Uo5                
1          1        3.45 no rank              Sulfurihydrogenibium azorense Az-Fu1    
11         9        3.09 species              Streptococcus suis                      
3          0        0.84 species              Acholeplasma palmae                     
8          8        0.31 family               Staphylococcaceae                       
1          1        0.28 species              Lactobacillus brevis                    
1          0        0.28 species              Lactococcus lactis                      
1          0        0.28 species              Myxococcus xanthus                      
1          0        0.28 species              Oceanobacillus iheyensis                
1          0        0.28 species              Ochrobactrum anthropi                   
1          0        0.28 species              Paenibacillus terrae                    
1          0        0.28 species              Paracoccus denitrificans                
1          1        0.28 species              Rhodobacter sphaeroides                 
1          1        0.28 species              Streptococcus agalactiae                
1          1        0.28 species              Streptococcus mutans                    
1          0        0.28 species              Streptococcus oralis                    
1          1        0.28 species              Streptococcus pyogenes                  
1          0        0.28 species              Sulfurihydrogenibium azorense           
3          0        0.12 genus                Acholeplasma                            
3          0        0.12 family               Acholeplasmataceae                      
2          2        0.08 genus                Exiguobacterium                         
2          1        0.08 genus                Lactobacillus                           
2          1        0.08 family               Enterococcaceae                         
2          0        0.08 family               Lactobacillaceae                        
2          0        0.08 family               Rhodobacteraceae                        
1          1        0.04 genus                Desulfovibrio                           
1          1        0.04 genus                Enterococcus                            
1          0        0.04 genus                Lactococcus                             
1          0        0.04 genus                Myxococcus                              
1          0        0.04 genus                Oceanobacillus                          
1          0        0.04 genus                Ochrobactrum                            
1          0        0.04 genus                Paenibacillus                           
1          0        0.04 genus                Paracoccus                              
1          0        0.04 genus                Rhodobacter                             
1          0        0.04 genus                Sulfurihydrogenibium                    
1          0        0.04 family               Bacillaceae                             
1          0        0.04 family               Brucellaceae                            
1          0        0.04 family               Desulfovibrionaceae                     
1          0        0.04 family               Hydrogenothermaceae                     
1          0        0.04 family               Myxococcaceae                           
1          0        0.04 family               Paenibacillaceae                        
