-------5.results/QE_150611_158/QE_150611_158.sqlite3--------
-------------Discriminative peptides per spname-------------
Cumulative Count       % Rank                 Description                             
2201       593     99.46 genus                Pseudomonas                             
2434       233     99.43 family               Pseudomonadaceae                        
1527       1520    98.71 species              Pseudomonas aeruginosa                  
4          4       14.29 no rank              Pseudomonas putida W619                 
2          2        7.14 no rank              Buchnera aphidicola (Acyrthosiphon pisum)
2          2        7.14 no rank              Pseudomonas aeruginosa B136-33          
2          2        7.14 no rank              Pseudomonas aeruginosa PA7              
2          2        7.14 no rank              Pseudomonas denitrificans ATCC 13867    
1          1        3.57 no rank              Akkermansia muciniphila ATCC BAA-835    
1          1        3.57 no rank              Burkholderia gladioli BSR3              
1          0        3.57 no rank              Chlamydiae/Verrucomicrobia group        
1          1        3.57 no rank              Pseudomonas aeruginosa PAO1             
1          1        3.57 no rank              Pseudomonas aeruginosa SCV20265         
1          1        3.57 no rank              Pseudomonas aeruginosa UCBPP-PA14       
1          1        3.57 no rank              Pseudomonas entomophila L48             
1          1        3.57 no rank              Pseudomonas fulva 12-X                  
1          1        3.57 no rank              Pseudomonas resinovorans NBRC 106553    
1          1        3.57 no rank              Pseudoxanthomonas suwonensis 11-1       
1          1        3.57 no rank              Rhodococcus equi 103S                   
1          0        3.57 no rank              Sinorhizobium fredii group              
1          1        3.57 no rank              Sinorhizobium fredii NGR234             
1          0        3.57 no rank              Sinorhizobium/Ensifer group             
1          1        3.57 no rank              Syntrophus aciditrophicus SB            
1          1        3.57 no rank              Thioflavicoccus mobilis 8321            
4          0        0.26 species              Pseudomonas putida                      
4          1        0.16 family               Enterobacteriaceae                      
2          0        0.13 species              Buchnera aphidicola                     
2          0        0.13 species              Pseudomonas denitrificans               
2          0        0.09 genus                Buchnera                                
1          0        0.06 species              Akkermansia muciniphila                 
1          0        0.06 species              Burkholderia gladioli                   
1          1        0.06 species              Pantoea sp. At-9b                       
1          0        0.06 species              Pseudomonas entomophila                 
1          0        0.06 species              Pseudomonas fulva                       
1          1        0.06 species              Pseudomonas protegens                   
1          0        0.06 species              Pseudomonas resinovorans                
1          0        0.06 species              Pseudoxanthomonas suwonensis            
1          0        0.06 species              Rhodococcus equi                        
1          0        0.06 species              Sinorhizobium fredii                    
1          0        0.06 species              Syntrophus aciditrophicus               
1          0        0.06 species              Thioflavicoccus mobilis                 
1          0        0.05 genus                Akkermansia                             
1          0        0.05 genus                Bacillus                                
1          0        0.05 genus                Burkholderia                            
1          0        0.05 genus                Pantoea                                 
1          1        0.05 genus                Propionibacterium                       
1          0        0.05 genus                Pseudoxanthomonas                       
1          0        0.05 genus                Rhodococcus                             
1          0        0.05 genus                Sinorhizobium                           
1          0        0.05 genus                Syntrophus                              
1          0        0.05 genus                Thioflavicoccus                         
1          0        0.04 family               Akkermansiaceae                         
1          1        0.04 family               Alcaligenaceae                          
1          0        0.04 family               Bacillaceae                             
1          0        0.04 family               Burkholderiaceae                        
1          0        0.04 family               Chromatiaceae                           
1          0        0.04 family               Nocardiaceae                            
1          0        0.04 family               Propionibacteriaceae                    
1          0        0.04 family               Rhizobiaceae                            
1          0        0.04 family               Syntrophaceae                           
1          0        0.04 family               Xanthomonadaceae                        
